epoch,avg_loss,val_loss
1,-0.6178444210897412,-0.6358533501625061
2,-0.6405416078734816,-0.6384695172309875
3,-0.642774830784714,-0.6407192349433899
4,-0.6453000495308324,-0.6445915102958679
5,-0.6467836206419426,-0.6460937857627869
6,-0.6478659552440309,-0.6450707912445068
7,-0.6494422920963221,-0.6481074690818787
8,-0.6507702825362223,-0.6491110324859619
9,-0.6505609970343741,-0.6463837027549744
10,-0.6522742938577083,-0.6509368419647217
11,-0.652774735500938,-0.6490359902381897
12,-0.6527215472438879,-0.6528930068016052
13,-0.6538652840413546,-0.6524408459663391
14,-0.6536885750921149,-0.6518079042434692
15,-0.6548346678415934,-0.6535511612892151
16,-0.6550359903720387,-0.6516527533531189
17,-0.6548897644929719,-0.6536149382591248
18,-0.6560939602684557,-0.6537109017372131
19,-0.6563841878322133,-0.6540998220443726
20,-0.6560559764243009,-0.6542533040046692
21,-0.6566460780930101,-0.6549330353736877
22,-0.6565957173966525,-0.6545958518981934
23,-0.6573972398774666,-0.6549834609031677
24,-0.657199153774663,-0.6543262600898743
25,-0.6573734586698967,-0.6551840901374817
26,-0.6567393750475164,-0.6560491919517517
27,-0.6574900369895132,-0.6553588509559631
28,-0.657870750678213,-0.6555431485176086
29,-0.657923562484875,-0.6561779379844666
30,-0.6581313024487412,-0.6562297940254211
31,-0.6578302393879807,-0.6551749110221863
32,-0.6582159243131939,-0.6562510132789612
33,-0.6585404266390884,-0.6563200354576111
34,-0.6585013437689397,-0.6563013195991516
35,-0.6585282097783005,-0.657187819480896
36,-0.6587747220407453,-0.656311571598053
37,-0.6587657918009842,-0.6569491624832153
38,-0.6584534948332268,-0.657049834728241
39,-0.6591052956748427,-0.6575962901115417
40,-0.6591572667423048,-0.6574421525001526
41,-0.6592827909871152,-0.657247006893158
42,-0.6591519650660063,-0.6568193435668945
43,-0.6593699340234723,-0.6573154330253601
44,-0.6595002517365572,-0.6567978262901306
45,-0.6593802341243677,-0.6573728322982788
46,-0.6594518266226116,-0.6574508547782898
47,-0.6593197594609177,-0.6572467684745789
48,-0.6595404106273985,-0.6570097208023071
49,-0.6598272124926249,-0.6577615141868591
50,-0.6598793644654123,-0.6582270860671997
51,-0.6598343974665591,-0.6572003364562988
52,-0.6598252800472996,-0.6575637459754944
53,-0.659998755705984,-0.6577001810073853
54,-0.6600927375910575,-0.6576757431030273
55,-0.6602503280890616,-0.6574670672416687
56,-0.6602518872210854,-0.6577926278114319
57,-0.660267428347939,-0.6578740477561951
58,-0.6605025780828375,-0.6578001976013184
59,-0.6599467459477877,-0.6581155061721802
60,-0.660322111949586,-0.6581660509109497
61,-0.660385294964439,-0.6579274535179138
62,-0.6604865799870407,-0.6579999327659607
63,-0.6605062369714704,-0.6581672430038452
64,-0.6606952328430978,-0.6580758094787598
65,-0.6607695964344761,-0.6579790711402893
66,-0.6608155474328158,-0.6578325629234314
67,-0.6608810403890777,-0.6580380797386169
68,-0.6609277160544145,-0.6581299901008606
69,-0.6609272434000384,-0.6581010222434998
70,-0.6611621808587459,-0.6581985950469971
71,-0.6611267662884897,-0.6581299304962158
72,-0.6611874354513068,-0.6580705046653748
73,-0.661288767530207,-0.6581543684005737
74,-0.6612373036250734,-0.6581010222434998
75,-0.6613279539242125,-0.6581431031227112
76,-0.6613322004937289,-0.6581193804740906
77,-0.6613259587371558,-0.6581324338912964
78,-0.661292809143401,-0.6581382751464844
79,-0.6613225068962365,-0.6581424474716187
80,-0.6614163131044623,-0.658141553401947
