family,n,instance,m,prop_n,prop_m,prop_density,prop_avg_degree,prop_max_degree,prop_min_degree,prop_degree_std,prop_clustering_coeff,prop_diameter,prop_avg_path_length,prop_spectral_gap,prop_lambda_max_laplacian,prop_algebraic_connectivity,prop_spectral_radius,prop_lambda_min_adj,prop_n_components,random_cut,random_time,greedy_cut,greedy_time,spectral_cut,spectral_time,gw_cut,gw_time,gnn_cut,gnn_time,best_classical_cut,gnn_wins,gnn_ties
erdos_renyi,20,24,37,20,37,0.1947368421052631,3.7,9,1,2.027313493271329,0.19,4,2.2578947368421054,0.5808374325026049,10.379372891178123,0.5808374325026049,4.879982103822824,-3.219324267647338,1,16.0,0.0005173331592231,30.0,0.0007031671702861,28.0,0.0010909161064773,30.0,0.0304407919757068,28.0,0.0849199590738862,30.0,0,0
erdos_renyi,20,25,27,20,27,0.1421052631578947,2.7,6,1,1.2688577540449522,0.13,5,2.778947368421053,0.341244262856427,7.467303323051016,0.341244262856427,3.4017831967215995,-2.6912953714291072,1,15.0,0.0005094581283628,22.0,0.0005700420588254,22.0,0.0010396668221801,24.0,0.0286539171356707,21.0,0.0801098339725285,24.0,0,0
erdos_renyi,20,26,32,20,32,0.1684210526315789,3.2,5,2,0.9273618495495703,0.2799999999999999,6,2.610526315789474,0.3875328132587321,7.000170937135615,0.3875328132587321,3.5236942673641867,-2.892736361089145,1,14.0,0.0004023748915642,24.0,0.0004680829588323,25.0,0.0007807079236954,27.0,0.0258915000595152,21.0,0.080951124895364,27.0,0,0
erdos_renyi,20,27,32,20,32,0.1684210526315789,3.2,6,1,1.4352700094407325,0.1216666666666666,5,2.4,0.5318545152102114,7.748628200229776,0.5318545152102114,3.75641293108342,-3.11924239463784,1,18.0,0.0005369579885154,27.0,0.0007407499942928,26.0,0.0010707909241318,28.0,0.0239773748908191,26.0,0.076097333105281,28.0,0,0
erdos_renyi,20,28,24,20,24,0.1263157894736842,2.4,5,1,1.1135528725660044,0.0,6,2.9842105263157896,0.2219251771939188,6.352779481868814,0.2219251771939188,2.8857603496203805,-2.5207481141635295,1,14.0,0.0003978749737143,20.0,0.0004632498603314,20.0,0.0008566670585423,22.0,0.0348833750467747,21.0,0.0794094169978052,22.0,0,0
erdos_renyi,20,29,22,20,22,0.1157894736842105,2.2,6,1,1.32664991614216,0.0366666666666666,8,3.3789473684210525,0.1130728508693731,7.277632912759621,0.1130728508693731,3.068402689780551,-2.6221920999683404,1,12.0,0.0004995001945644,19.0,0.0005582079757004,21.0,0.001001541968435,21.0,0.043191541917622,19.0,0.0774334999732673,21.0,0,0
erdos_renyi,50,0,179,50,179,0.1461224489795918,7.16,13,2,2.377898231632296,0.1132697302697302,4,2.1518367346938776,1.6092390528432876,15.394007505802898,1.6092390528432876,7.993769073320912,-5.069990408220006,1,87.0,0.0008163331076502,134.0,0.0038420420605689,130.0,0.0066528329625725,136.0,0.1264484589919448,128.0,0.081851583905518,136.0,0,0
erdos_renyi,50,1,192,50,192,0.156734693877551,7.68,14,2,2.4774180107523236,0.1464119214119214,4,2.097142857142857,1.5808722203987238,16.192081750603094,1.5808722203987238,8.460373896979673,-5.2294078907771055,1,95.0,0.0006542918272316,134.0,0.0027448749169707,136.0,0.0029510408639907,144.0,0.1278508331160992,133.0,0.0844133750069886,144.0,0,0
erdos_renyi,50,2,183,50,183,0.1493877551020408,7.32,13,3,2.2929457036746426,0.1462525252525252,4,2.1420408163265305,2.2551735675284745,15.647320658649686,2.2551735675284745,8.142094425276797,-4.5552100412376495,1,88.0,0.0006565421354025,126.0,0.0018827908206731,130.0,0.0031445419881492,135.0,0.1055929588619619,129.0,0.0854027499444782,135.0,0,0
erdos_renyi,50,3,174,50,174,0.1420408163265306,6.96,13,2,2.7346663416219537,0.1588411588411588,4,2.2114285714285713,1.4462865434669687,15.354760688045902,1.4462865434669687,8.030409770252708,-4.936267085542816,1,89.0,0.0006456668488681,120.0,0.0017929170280694,129.0,0.0025686249136924,132.0,0.1247854169923812,122.0,0.0772521249018609,132.0,0,0
erdos_renyi,50,4,214,50,214,0.1746938775510204,8.56,17,4,2.6469605210505125,0.1968067390126213,3,2.008979591836735,3.0539431853521086,18.68812173145126,3.0539431853521086,9.2971296951782,-5.012746370969956,1,97.0,0.0006607910618185,140.0,0.0015820828266441,146.0,0.0028286247979849,153.0,0.1290524590294808,145.0,0.0805618329904973,153.0,0,0
erdos_renyi,50,5,163,50,163,0.1330612244897959,6.52,12,2,1.8680471086136987,0.1122164502164502,4,2.230204081632653,1.624574972604974,13.682971902889772,1.624574972604974,7.068377397055038,-4.455422949609886,1,75.0,0.0006442498415708,115.0,0.0016877909656614,120.0,0.0035137499216943,123.0,0.1003101668320596,122.0,0.0764552920591086,123.0,0,0
erdos_renyi,50,6,179,50,179,0.1461224489795918,7.16,14,3,2.532666578924277,0.171030192030192,4,2.146938775510204,1.9236839031690671,15.827343806909829,1.9236839031690671,8.012514244126088,-4.846295704666444,1,77.0,0.0008008331060409,124.0,0.0023070001043379,126.0,0.002981417113915,132.0,0.1194209589157253,121.0,0.0780932088382542,132.0,0,0
erdos_renyi,50,7,189,50,189,0.1542857142857142,7.56,15,3,2.8224811779709,0.1857434787434787,4,2.1053061224489795,1.9726937201069512,16.77097695751688,1.9726937201069512,8.600601135981073,-5.013159485067725,1,90.0,0.0006817919202148,125.0,0.0022927499376237,137.0,0.0030425831209868,140.0,0.1207550000399351,124.0,0.0772622090298682,140.0,0,0
erdos_renyi,50,8,200,50,200,0.1632653061224489,8.0,13,4,2.32379000772445,0.1604285714285714,3,2.0538775510204084,2.6894949818547853,15.995118683774852,2.6894949818547853,8.747023635332745,-4.9040892376146745,1,97.0,0.0007127500139176,137.0,0.0021452920045703,143.0,0.0026226670015603,144.0,0.1181450409349054,139.0,0.0803756669629365,144.0,0,0
erdos_renyi,50,9,179,50,179,0.1461224489795918,7.16,15,2,2.9418361613115027,0.1501181041181041,4,2.1330612244897957,1.6596119776128175,16.901063097516847,1.6596119776128175,8.31996168888153,-4.7604521847376455,1,101.0,0.0006605419330298,128.0,0.0021084169857203,125.0,0.0032725420314818,131.0,0.1020882918965071,128.0,0.0766201671212911,131.0,0,0
erdos_renyi,50,10,168,50,168,0.1371428571428571,6.72,12,2,2.1169789795838785,0.1482005772005772,4,2.204081632653061,1.5113113330667622,14.138027817150435,1.5113113330667622,7.437453835710453,-4.406278592697816,1,93.0,0.000814874889329,120.0,0.0021358330268412,118.0,0.0025272080674767,124.0,0.1259989999234676,118.0,0.0796976671554148,124.0,0,0
erdos_renyi,50,11,182,50,182,0.1485714285714285,7.28,12,1,2.416940214403327,0.1402005772005772,4,2.1575510204081634,0.8229201059873554,15.117411113726051,0.8229201059873554,8.14733852079597,-5.010525761002696,1,83.0,0.0006727501749992,131.0,0.0018450000789016,132.0,0.0027124581392854,135.0,0.1135811249259859,125.0,0.0778481671586632,135.0,0,0
erdos_renyi,50,12,182,50,182,0.1485714285714285,7.28,14,2,2.5771301868551384,0.1396514596514596,4,2.1216326530612246,1.5953684196358735,15.965913961639902,1.5953684196358735,8.218504679581894,-5.339812352332288,1,92.0,0.0008407500572502,127.0,0.0014736671000719,135.0,0.0030093749519437,136.0,0.09112458396703,136.0,0.0785853748675435,136.0,0,1
erdos_renyi,50,13,167,50,167,0.1363265306122449,6.68,12,2,2.3953287874527787,0.1194776334776334,4,2.20734693877551,1.5752336927402333,14.02618631604345,1.5752336927402333,7.496163360144799,-4.560371441303693,1,88.0,0.000604708911851,117.0,0.0014779581688344,124.0,0.0026959159877151,126.0,0.0848868750035762,121.0,0.0677047909703105,126.0,0,0
