family,n,instance,m,prop_n,prop_m,prop_density,prop_avg_degree,prop_max_degree,prop_min_degree,prop_degree_std,prop_clustering_coeff,prop_diameter,prop_avg_path_length,prop_spectral_gap,prop_lambda_max_laplacian,prop_algebraic_connectivity,prop_spectral_radius,prop_lambda_min_adj,prop_n_components,random_cut,random_time,greedy_cut,greedy_time,spectral_cut,spectral_time,gw_cut,gw_time,gw_fallback,gnn_cut,gnn_time,best_classical_cut,gnn_wins,gnn_ties
erdos_renyi,20,0,29,20,29,0.15263157894736842,2.9,5,1,1.1357816691600546,0.026666666666666665,6,2.705263157894737,0.24227044814818732,6.9992558068371835,0.24227044814818732,3.399015109173168,-2.862584986116812,1,14.0,0.01392429100087611,23.0,0.0007301250007003546,24.0,0.007267666995176114,25.0,0.08839870800147764,False,25.0,0.5883237079979153,25.0,0,1
erdos_renyi,20,1,23,20,23,0.12105263157894737,2.3,5,1,1.1445523142259597,0.075,8,3.457894736842105,0.11398448184075398,6.553385309911991,0.11398448184075398,2.8905637744110178,-2.745294293809783,1,11.0,0.00040833299863152206,18.0,0.000574500001675915,22.0,0.001964958995813504,22.0,0.0699805840049521,False,22.0,0.653895959003421,22.0,0,1
erdos_renyi,20,2,31,20,31,0.1631578947368421,3.1,6,1,1.3000000000000003,0.09333333333333334,5,2.542105263157895,0.38842631493502505,7.6837822599207595,0.38842631493502505,3.690302028704494,-2.8841786754507854,1,16.0,0.00040299999818671495,26.0,0.0005226659995969385,26.0,0.0010249999977531843,26.0,0.03769375000410946,False,26.0,0.7861447079994832,26.0,0,1
erdos_renyi,20,3,27,20,27,0.14210526315789473,2.7,6,1,1.2288205727444508,0.25833333333333336,8,3.221052631578947,0.12123221566416832,7.179711562063314,0.12123221566416832,3.264762696100162,-2.7228133102442413,1,15.0,0.0007320829972741194,20.0,0.0007498749982914887,23.0,0.0037221250022412278,23.0,0.05728324999654433,False,23.0,0.5874678749969462,23.0,0,1
erdos_renyi,20,4,30,20,30,0.15789473684210525,3.0,5,1,1.1832159566199232,0.065,8,3.168421052631579,0.1485710033681286,7.795733235343976,0.1485710033681286,3.759634100270338,-3.4748050916249142,1,16.0,0.0007658330068807118,27.0,0.004839457993512042,28.0,0.0021315839985618368,28.0,0.04611562499485444,False,28.0,0.7836484170038602,28.0,0,1
erdos_renyi,20,5,30,20,30,0.15789473684210525,3.0,6,1,1.51657508881031,0.06166666666666667,7,2.873684210526316,0.18194145359155225,8.086998208985019,0.18194145359155225,4.039069110280627,-3.340052345338568,1,20.0,0.0005476250007632188,28.0,0.0008731659982004203,28.0,0.003246499996748753,28.0,0.04718654200405581,False,28.0,0.38537466599518666,28.0,0,1
erdos_renyi,20,6,28,20,28,0.14736842105263157,2.8,5,2,1.0770329614269007,0.09666666666666666,6,2.8684210526315788,0.25508174004567924,7.157894056184249,0.25508174004567924,3.2790611729564025,-2.9295070600574302,1,15.0,0.0007234590011648834,24.0,0.0006094580021454021,24.0,0.0027927500050282106,25.0,0.08239037499879487,False,24.0,0.6944783329963684,25.0,0,0
erdos_renyi,20,7,29,20,29,0.15263157894736842,2.9,5,1,1.2609520212918492,0.08166666666666667,7,2.8157894736842106,0.25999050735640006,7.087719523273781,0.25999050735640006,3.6589378338064122,-2.822738919095578,1,12.0,0.0007544160034740344,22.0,0.0006362090061884373,23.0,0.0011524159999680705,25.0,0.03540554099890869,False,23.0,0.6352710840001237,25.0,0,0
erdos_renyi,20,8,28,20,28,0.14736842105263157,2.8,5,2,0.812403840463596,0.185,7,3.068421052631579,0.19566230597972809,6.57277376529263,0.19566230597972809,3.177823987715509,-2.6277248604578,1,15.0,0.00045479199616238475,24.0,0.0005706250012735836,22.0,0.0019216250002500601,24.0,0.045514167002693284,False,22.0,0.7014121250031167,24.0,0,0
erdos_renyi,20,9,25,20,25,0.13157894736842105,2.5,5,1,1.118033988749895,0.03833333333333333,7,3.1157894736842104,0.18246333315370364,6.619835331922972,0.18246333315370364,3.079291503503355,-2.7751765481368342,1,9.0,0.0006118330056779087,22.0,0.0006031250013620593,23.0,0.0015747919969726354,23.0,0.035839415999362245,False,23.0,0.5336269999970682,23.0,0,1
erdos_renyi,20,10,39,20,39,0.20526315789473684,3.9,6,1,1.2609520212918492,0.1,4,2.205263157894737,0.7070445401399851,8.446557370178759,0.7070445401399851,4.338155056311934,-3.5813491026002393,1,14.0,0.0007055419991957024,35.0,0.0011472919941297732,35.0,0.0020552080022753216,35.0,0.04421366699534701,False,35.0,0.6846151670033578,35.0,0,1
erdos_renyi,20,11,23,20,23,0.12105263157894737,2.3,4,1,0.9539392014169458,0.06666666666666667,7,3.405263157894737,0.16503701219973316,5.7037283900999585,0.16503701219973316,2.7556860065469455,-2.511188232906306,1,10.0,0.0006802919961046427,17.0,0.0006166669991216622,21.0,0.0018965000053867698,22.0,0.05334641700028442,False,21.0,0.7570660409983248,22.0,0,0
erdos_renyi,20,12,34,20,34,0.17894736842105263,3.4,6,1,1.4966629547095764,0.06666666666666667,5,2.4105263157894736,0.4712790508584422,8.120163432543139,0.4712790508584422,4.093877087977313,-3.1580857676919605,1,18.0,0.0006283749971771613,27.0,0.0011563750013010576,29.0,0.004836084000999108,29.0,0.039820500001951586,False,29.0,0.7666105830066954,29.0,0,1
erdos_renyi,20,13,25,20,25,0.13157894736842105,2.5,6,1,1.2449899597988732,0.11166666666666666,7,3.1315789473684212,0.16953657350606124,7.394636251334349,0.16953657350606124,3.190590499161684,-2.729505914291682,1,10.0,0.0008008340009837411,21.0,0.0007848340028431267,20.0,0.0022736669998266734,23.0,0.056950583995785564,False,23.0,0.5073910000064643,23.0,0,1
erdos_renyi,20,14,28,20,28,0.14736842105263157,2.8,5,1,1.3266499161421599,0.11833333333333333,6,2.9210526315789473,0.1555549213077602,6.975772610984077,0.1555549213077602,3.5625116444341662,-2.62118044502692,1,16.0,0.0005034999994677491,23.0,0.0005286250016069971,22.0,0.001174542005173862,23.0,0.04607008299353765,False,22.0,0.6457822499942267,23.0,0,0
erdos_renyi,20,15,31,20,31,0.1631578947368421,3.1,6,1,1.4106735979665883,0.0,5,2.457894736842105,0.5377593599500745,7.846489224619917,0.5377593599500745,3.6394869412952566,-3.207801904603386,1,19.0,0.0015686250044382177,22.0,0.0006782080017728731,26.0,0.0014528749961755238,28.0,0.0580609579992597,False,27.0,0.5739677089950419,28.0,0,0
erdos_renyi,20,16,30,20,30,0.15789473684210525,3.0,8,1,1.5811388300841898,0.20023809523809524,5,2.526315789473684,0.3579396423329934,9.285167735262887,0.3579396423329934,3.7413893092573116,-3.032216729680516,1,15.0,0.0008202500030165538,24.0,0.000906000001123175,25.0,0.0026752919948194176,25.0,0.04933320800046204,False,25.0,0.553305666995584,25.0,0,1
erdos_renyi,20,17,30,20,30,0.15789473684210525,3.0,7,1,1.51657508881031,0.21404761904761904,6,2.7736842105263158,0.3170397604019293,8.526490329487185,0.3170397604019293,3.764467462441667,-3.160580653353984,1,15.0,0.003965707997849677,25.0,0.002044708002358675,25.0,0.001534999995783437,25.0,0.06770254200091586,False,25.0,0.6505072500003735,25.0,0,1
