n,instance,nn_length,nn_time,christofides_length,christofides_time,twoopt_length,twoopt_time,gnn_length,gnn_time,best_classical,gnn_wins
100,15,9.652915014888446,0.0012696250341832638,8.766899153061802,0.056586791994050145,8.22935394212063,0.029716666787862778,8.22935394212063,0.03966204193420708,8.22935394212063,0
100,16,9.89739413428449,0.0012455410324037075,8.915415479345882,0.06237329193390906,8.469933882460287,0.02554745809175074,8.469933882460287,0.0370038750115782,8.469933882460287,0
100,17,10.617757142972742,0.0012175831943750381,8.560698205708563,0.06809287494979799,8.389355810813196,0.02000904199667275,8.389355810813196,0.03383916709572077,8.389355810813196,0
100,18,9.320766388802928,0.0012508330401033163,8.90829391720561,0.05696425004862249,8.310382632253058,0.024485875153914094,8.310382632253058,0.03753166599199176,8.310382632253058,0
100,19,8.487200384732562,0.0012464579194784164,8.469432274007925,0.05318062496371567,7.988296459248781,0.015174707863479853,7.988296459248781,0.025290459161624312,7.988296459248781,0
100,20,9.06500379743025,0.0012513331603258848,8.402606545774256,0.03234674991108477,7.806549197731529,0.015180208021774888,7.806549197731529,0.028316749958321452,7.806549197731529,0
100,21,9.19676958569776,0.001201834063977003,9.032012320491253,0.061980415834113955,8.049510365839955,0.025392208015546203,8.049510365839955,0.03892691689543426,8.049510365839955,0
100,22,8.938284395145631,0.0012370829936116934,8.163541340196485,0.05831091688014567,8.032586133204237,0.025405334075912833,8.032586133204237,0.03633366688154638,8.032586133204237,0
100,23,9.955910886406398,0.001210791990160942,8.840697212685148,0.06005187495611608,8.239036766901155,0.030299500096589327,8.239036766901155,0.043729999801144004,8.239036766901155,0
100,24,8.379623453833563,0.001212832983583212,8.26333976257291,0.04759591701440513,7.757537033808577,0.015119832940399647,7.757537033808577,0.02442866680212319,7.757537033808577,0
100,25,10.533089974666968,0.0016104578971862793,9.379708264335239,0.06463829195126891,8.918347541013402,0.02538566617295146,8.918347541013402,0.03459041612222791,8.918347541013402,0
100,26,10.393125912432703,0.0012115829158574343,8.304561551232709,0.03715433296747506,7.995725269992623,0.020349917002022266,7.995725269992623,0.03083962481468916,7.995725269992623,0
100,27,9.865779866108614,0.0014795830938965082,9.1556810399822,0.05279100011102855,8.436387516282826,0.02006333298049867,8.436387516282826,0.030538500053808093,8.436387516282826,0
100,28,11.593523872159002,0.001257041934877634,9.43353022835115,0.09142220788635314,8.923755792661668,0.02051370800472796,8.923755792661668,0.03199349995702505,8.923755792661668,0
100,29,9.042234794436647,0.001265374943614006,8.438048672897327,0.05344683304429054,7.841730312251991,0.02500937506556511,7.841730312251991,0.03767037484794855,7.841730312251991,0
