family,n,instance,m,prop_n,prop_m,prop_density,prop_avg_degree,prop_max_degree,prop_min_degree,prop_degree_std,prop_clustering_coeff,prop_diameter,prop_avg_path_length,prop_spectral_gap,prop_lambda_max_laplacian,prop_algebraic_connectivity,prop_spectral_radius,prop_lambda_min_adj,prop_n_components,random_cut,random_time,greedy_cut,greedy_time,spectral_cut,spectral_time,gw_cut,gw_time,gw_fallback,gnn_cut,gnn_time,best_classical_cut,gnn_wins,gnn_ties
erdos_renyi,20,0,25,20,25,0.13157894736842105,2.5,5,1,1.2041594578792296,0.21000000000000002,9,3.7,0.07771855129713974,7.030589751306405,0.07771855129713974,3.2710504263194875,-2.8027885224546494,1,9.0,0.00018000000272877514,20.0,0.00038949999725446105,22.0,0.0004936669720336795,22.0,0.015179292007815093,False,21.0,0.036361875012516975,22.0,0,0
erdos_renyi,20,1,27,20,27,0.14210526315789473,2.7,6,1,1.5524174696260025,0.045,6,2.857894736842105,0.18343755989569757,8.150034561218364,0.18343755989569757,3.6698071554743414,-3.181271212429405,1,15.0,0.00015433397493325174,21.0,0.00015662499936297536,24.0,0.00025608300347812474,24.0,0.010130374983418733,False,21.0,0.029709833004744723,24.0,0,0
erdos_renyi,20,2,37,20,37,0.19473684210526315,3.7,9,1,1.76351920885484,0.255,6,2.3473684210526318,0.42216086195284763,10.257723142260982,0.42216086195284763,4.58604810716034,-3.0044420204596904,1,7.0,0.0001526669948361814,29.0,0.00017020798986777663,28.0,0.00029749999521300197,29.0,0.008563125011278316,False,28.0,0.030599082994740456,29.0,0,0
erdos_renyi,20,3,22,20,22,0.11578947368421053,2.2,4,1,1.0770329614269007,0.03333333333333333,9,3.8526315789473684,0.07354443976710104,5.766296531879128,0.07354443976710104,2.8164072666971816,-2.5572359468951165,1,11.0,0.00015445798635482788,18.0,0.00015499998698942363,21.0,0.00025933299912139773,21.0,0.011963875003857538,False,17.0,0.029931125027360395,21.0,0,0
erdos_renyi,20,4,39,20,39,0.20526315789473684,3.9,6,2,1.2609520212918492,0.18833333333333332,4,2.1736842105263157,0.8716970740580074,8.049656928268579,0.8716970740580074,4.32891458602883,-3.3464917161302994,1,24.0,0.0001597920199856162,33.0,0.00017537499661557376,33.0,0.00029458297649398446,34.0,0.008425708016147837,False,28.0,0.030702041985932738,34.0,0,0
erdos_renyi,20,5,30,20,30,0.15789473684210525,3.0,7,1,1.70293863659264,0.25476190476190474,6,2.594736842105263,0.29567132563836573,8.766509802152063,0.29567132563836573,3.843799739036153,-3.3668458434899886,1,16.0,0.00015779200475662947,25.0,0.00018666699179448187,25.0,0.0002692090056370944,25.0,0.013840208994224668,False,25.0,0.030914000002667308,25.0,0,1
erdos_renyi,20,6,27,20,27,0.14210526315789473,2.7,6,1,1.2688577540449522,0.09333333333333334,7,2.973684210526316,0.16785258817584703,7.272907531711996,0.16785258817584703,3.5255423834769033,-2.667923508575565,1,13.0,0.00014849999570287764,23.0,0.0001576659851707518,23.0,0.00027275001048110425,23.0,0.007692042010603473,False,22.0,0.028863208019174635,23.0,0,0
erdos_renyi,20,7,21,20,21,0.11052631578947368,2.1,5,1,1.0908712114635715,0.03,10,4.026315789473684,0.07324072523433385,6.258960445815409,0.07324072523433385,2.81128373989505,-2.2946750547081542,1,10.0,0.00015654199523851275,18.0,0.00015712500317022204,19.0,0.0006883750029373914,20.0,0.011376667011063546,False,18.0,0.027977833000477403,20.0,0,0
erdos_renyi,20,8,24,20,24,0.12631578947368421,2.4,4,1,1.1135528725660047,0.075,7,3.5105263157894737,0.09842251595358655,5.749791709512228,0.09842251595358655,2.9519540252408745,-2.4225068378564756,1,15.0,0.0001518749922979623,21.0,0.00015804197755642235,21.0,0.0002933329960796982,22.0,0.012989542010473087,False,18.0,0.03070870801457204,22.0,0,0
erdos_renyi,20,9,28,20,28,0.14736842105263157,2.8,5,1,1.1224972160321824,0.39,8,3.642105263157895,0.09007689509429385,6.437251769979147,0.09007689509429385,3.651639636973004,-2.2078649981571203,1,13.0,0.00015420900308527052,22.0,0.0001637499954085797,22.0,0.00026533298660069704,23.0,0.008974541997304186,False,21.0,0.028369416017085314,23.0,0,0
erdos_renyi,20,10,39,20,39,0.20526315789473684,3.9,10,2,2.364318083507378,0.2978174603174603,4,2.168421052631579,0.773690436725319,11.197219920384732,0.773690436725319,5.312606017520849,-3.3455814400833983,1,16.0,0.00015354098286479712,32.0,0.00019295801757834852,32.0,0.0003309160238131881,32.0,0.008125916996505111,False,28.0,0.029747624997980893,32.0,0,0
erdos_renyi,20,11,28,20,28,0.14736842105263157,2.8,6,1,1.2884098726725126,0.35333333333333333,7,3.305263157894737,0.10475537471098581,7.620412405694924,0.10475537471098581,3.643340813095077,-2.849970143532314,1,17.0,0.00015720902592875063,20.0,0.00016300001880154014,23.0,0.0002836660132743418,23.0,0.008437041979050264,False,21.0,0.03047124997829087,23.0,0,0
erdos_renyi,20,12,26,20,26,0.1368421052631579,2.6,6,1,1.2806248474865698,0.13666666666666666,6,2.9842105263157896,0.2687556746097007,7.441430314029688,0.2687556746097007,3.3333427055257108,-2.798103118422999,1,12.0,0.00015729200094938278,22.0,0.0001586250145919621,23.0,0.000277625018497929,23.0,0.011849750007968396,False,22.0,0.02898316699429415,23.0,0,0
erdos_renyi,20,13,23,20,23,0.12105263157894737,2.3,4,1,1.004987562112089,0.0,7,3.163157894736842,0.19664571744522225,6.103172909347029,0.19664571744522225,2.7793431005316633,-2.5802800857747217,1,16.0,0.00015970799722708762,19.0,0.0001556670176796615,21.0,0.0002607919741421938,22.0,0.009325874998467043,False,20.0,0.030938875017454848,22.0,0,0
