family,n,instance,m,prop_n,prop_m,prop_density,prop_avg_degree,prop_max_degree,prop_min_degree,prop_degree_std,prop_clustering_coeff,prop_diameter,prop_avg_path_length,prop_spectral_gap,prop_lambda_max_laplacian,prop_algebraic_connectivity,prop_spectral_radius,prop_lambda_min_adj,prop_n_components,random_cut,random_time,greedy_cut,greedy_time,spectral_cut,spectral_time,gw_cut,gw_time,gw_fallback,gnn_cut,gnn_time,best_classical_cut,gnn_wins,gnn_ties
erdos_renyi,20,0,32,20,32,0.16842105263157894,3.2,7,1,1.469693845669907,0.045714285714285714,5,2.4526315789473685,0.33989945301743735,8.596297879004133,0.33989945301743735,3.912773393401629,-3.164619013341015,1,15.0,0.0009349168976768851,28.0,0.0018274999456480145,27.0,0.0024706250987946987,28.0,0.0769038749858737,False,27.0,0.0865659168921411,28.0,0,0
erdos_renyi,20,1,26,20,26,0.1368421052631579,2.6,4,1,1.1135528725660044,0.041666666666666664,6,2.8842105263157896,0.2972624174755862,6.413954222066517,0.2972624174755862,3.1555053871870693,-2.8018220932065323,1,12.0,0.000852791010402143,21.0,0.0012062909081578255,23.0,0.001994999940507114,24.0,0.04995233297813684,False,24.0,0.0936277910368517,24.0,0,1
erdos_renyi,20,2,23,20,23,0.12105263157894737,2.3,5,1,1.1445523142259597,0.0,7,3.1894736842105265,0.19901982447429273,6.764184650807494,0.19901982447429273,2.9964450238552187,-2.8117137655631708,1,13.0,0.0005750419804826379,18.0,0.0005727919051423669,21.0,0.0011830419534817338,21.0,0.04315670905634761,False,21.0,0.07822970801498741,21.0,0,1
erdos_renyi,20,3,25,20,25,0.13157894736842105,2.5,5,1,1.118033988749895,0.09666666666666666,8,3.2736842105263158,0.1178254393630613,6.56040446373521,0.1178254393630613,3.1487597687876985,-2.7225007764801656,1,10.0,0.0004258750705048442,16.0,0.00046254205517470837,23.0,0.0013084160163998604,23.0,0.05176616704557091,False,23.0,0.1053417909424752,23.0,0,1
erdos_renyi,20,4,39,20,39,0.20526315789473684,3.9,8,1,1.8681541692269403,0.15571428571428572,4,2.231578947368421,0.5365609013826239,9.579073609232326,0.5365609013826239,4.909201801455719,-3.102263338913311,1,18.0,0.00065287493634969,29.0,0.0006445409962907434,31.0,0.0012203749502077699,32.0,0.039105875068344176,False,31.0,0.07873204199131578,32.0,0,0
erdos_renyi,20,5,31,20,31,0.1631578947368421,3.1,7,1,1.5132745950421556,0.0680952380952381,5,2.542105263157895,0.4261394309223508,8.373261108886924,0.4261394309223508,3.885838894455283,-3.004933441235395,1,18.0,0.0004622919950634241,24.0,0.000569332973100245,25.0,0.0013526660623028874,27.0,0.05179233301896602,False,25.0,0.08992149995174259,27.0,0,0
erdos_renyi,20,6,31,20,31,0.1631578947368421,3.1,6,1,1.1789826122551597,0.17166666666666666,5,2.5157894736842104,0.5517444714846861,7.825764393543361,0.5517444714846861,3.552140615865183,-3.04986041074384,1,15.0,0.0016542079392820597,25.0,0.0008422499522566795,25.0,0.0013211250770837069,27.0,0.02653833304066211,False,27.0,0.09271483402699232,27.0,0,1
erdos_renyi,20,7,29,20,29,0.15263157894736842,2.9,5,1,1.3,0.10833333333333332,6,2.7263157894736842,0.35601998638139715,7.2676353984930016,0.35601998638139715,3.631673450897035,-3.0647681923231125,1,15.0,0.0004214169457554817,25.0,0.0005444170674309134,25.0,0.0011820410145446658,25.0,0.04416191694326699,False,25.0,0.08645454095676541,25.0,0,1
erdos_renyi,20,8,35,20,35,0.18421052631578946,3.5,5,2,0.9219544457292888,0.08666666666666667,4,2.3,0.8309409439374136,7.3852859694493445,0.8309409439374136,3.771270936262649,-3.0864155667667026,1,15.0,0.0005780829815194011,30.0,0.000835500075481832,29.0,0.0019614159828051925,30.0,0.04019600001629442,False,29.0,0.09898320795036852,30.0,0,0
erdos_renyi,20,9,27,20,27,0.14210526315789473,2.7,5,1,1.452583904633395,0.12,7,2.8947368421052633,0.20446868813391653,7.0350130514836975,0.20446868813391653,3.4870310452137745,-2.8145869159147723,1,6.0,0.0012372080236673355,23.0,0.0010735000250861049,23.0,0.0014429999282583594,23.0,0.031546249985694885,False,23.0,0.07671541697345674,23.0,0,1
erdos_renyi,20,10,27,20,27,0.14210526315789473,2.7,5,1,1.2288205727444508,0.08833333333333333,7,2.931578947368421,0.1428556902292024,7.052723812376622,0.1428556902292024,3.3456635409301434,-2.8015706486106158,1,14.0,0.0004931249422952533,21.0,0.0006209579296410084,24.0,0.00271312496624887,24.0,0.038476542104035616,False,24.0,0.0910327919991687,24.0,0,1
erdos_renyi,20,11,35,20,35,0.18421052631578946,3.5,7,1,1.5,0.14119047619047617,5,2.357894736842105,0.5163675969462631,8.417345741246962,0.5163675969462631,4.180621194595384,-3.3087727608853643,1,18.0,0.00048041704576462507,26.0,0.0005678749876096845,27.0,0.0011591250076889992,31.0,0.037154250079765916,False,29.0,0.09588820801582187,31.0,0,0
erdos_renyi,20,12,28,20,28,0.14736842105263157,2.8,5,1,1.2489995996796797,0.10500000000000001,7,2.9263157894736844,0.23639625294581995,6.890246137735354,0.23639625294581995,3.6132347443529502,-2.8942147215717116,1,17.0,0.0007407499942928553,21.0,0.0013704159064218402,24.0,0.002253000042401254,24.0,0.0251870839856565,False,24.0,0.1261345000239089,24.0,0,1
erdos_renyi,20,13,27,20,27,0.14210526315789473,2.7,5,1,1.2288205727444508,0.06833333333333333,6,2.857894736842105,0.26250763268692234,7.007371879039653,0.26250763268692234,3.3301227119877117,-2.7045005920580523,1,12.0,0.0005639169830828905,22.0,0.0008335839956998825,23.0,0.0016161249950528145,24.0,0.06498929194640368,False,24.0,0.137275333981961,24.0,0,1
erdos_renyi,20,14,27,20,27,0.14210526315789473,2.7,6,1,1.2688577540449522,0.2,6,2.889473684210526,0.23544584127312704,7.372071565719052,0.23544584127312704,3.360703933675821,-2.6480285879658694,1,16.0,0.0008336249738931656,20.0,0.0009136659791693091,24.0,0.002110291039571166,24.0,0.04747200000565499,False,24.0,0.11105283396318555,24.0,0,1
