epoch,avg_loss
1,0.6938394104179583
2,0.6932755379300368
3,0.693303528584932
4,0.6933433382134688
5,0.6932719757682398
6,0.6932117091981989
7,0.6932632217281743
8,0.6931934984106767
9,0.6931675233339009
10,0.6931518441752383
11,0.6931237641133761
12,0.6931989036108318
13,0.6931767965617933
14,0.6930755267017766
15,0.6931130321402299
16,0.6930318615938488
17,0.693206859262366
18,0.6931372677025042
19,0.6930301361962369
20,0.6931398620730952
21,0.6930963240171734
22,0.6931004947737643
23,0.6930854838145407
24,0.6930543419561888
25,0.6929879706156882
26,0.692963813480578
27,0.6931141567857642
28,0.6930004311235327
29,0.6931124470735851
30,0.6930113732814789
31,0.6929519992125662
32,0.6929161360389308
33,0.6928367755914989
34,0.6930386549548099
35,0.6928019805958396
36,0.6929699213881242
37,0.6929538249969482
38,0.6928755829208776
39,0.6928874567935341
40,0.692816613536132
41,0.692678911121268
42,0.6925784710206484
43,0.6928903178164834
44,0.6929992860869357
45,0.6926600933074951
46,0.6923953890800476
47,0.6925315307943445
48,0.692513467449891
49,0.6926416801778894
50,0.6922781294897983
51,0.6926288949815851
52,0.6922499992345509
53,0.6922100531427484
54,0.692023870192076
55,0.6919108786081013
56,0.6922339891132555
57,0.6916579619834298
58,0.6918331337602515
59,0.6916995205377278
60,0.6916355271088449
61,0.6919242990644354
62,0.6910156701740465
63,0.691771946455303
64,0.6915200070330971
65,0.6910658839501833
66,0.6907362969298112
67,0.6912828166233865
68,0.6906396479983079
69,0.6906142125004217
70,0.6907886988238284
71,0.6902932007061807
72,0.6898640064816726
73,0.6898200339392612
74,0.6897243026055788
75,0.6898919281206632
76,0.6885724804903331
77,0.6883899240117324
78,0.687577402905414
79,0.6887790199957395
80,0.6881375861795325
81,0.6880318851847398
82,0.6881459386725175
83,0.6874672613645855
84,0.6890297657565067
85,0.6868415490577096
86,0.6865962335937902
87,0.6856961877722489
88,0.6860746333473607
89,0.6857908054402
90,0.6849507595363417
91,0.6841918371225658
92,0.684201634243915
93,0.683863352788122
94,0.6831046734985552
95,0.6816774183198026
96,0.683639185993295
97,0.6808497764562306
98,0.6806312564172243
99,0.6788615898082131
100,0.6789987934263129
101,0.6783243605965062
102,0.6783472393688402
103,0.6761052043814408
104,0.677640609051052
105,0.6761111946482408
106,0.676780354035528
107,0.6747227122909144
108,0.6736140643295488
109,0.6744541541526192
110,0.6724470665580348
111,0.6729958402483087
112,0.6736805956614645
113,0.6717242959298586
114,0.670491602859999
115,0.6699078130094629
116,0.6714387630161486
117,0.6677758944661993
118,0.6689285573206449
119,0.6649964263564662
120,0.6632929475683915
121,0.6660739057942441
122,0.6620296741786756
123,0.6626269315418444
124,0.6614109560063011
125,0.6614081216485876
126,0.6598286424812517
127,0.6560603333146948
128,0.6551391670578405
129,0.654678718039864
130,0.6537614856895647
131,0.6505075410792702
132,0.645811644039656
133,0.6509143521911219
