family,n,instance,m,gnn_nols,gnn_ls,sdp_bound,rand_ls
barabasi_albert,50,29,141,101.0,106.0,112.36440674380792,101.0
barabasi_albert,100,0,291,190.0,223.0,237.62024396435504,211.0
barabasi_albert,100,1,291,205.0,217.0,240.0511663220589,212.0
barabasi_albert,100,2,291,199.0,218.0,234.21601891320864,208.0
barabasi_albert,100,3,291,204.0,222.0,237.23886263028973,208.0
barabasi_albert,100,4,291,208.0,223.0,237.0672929244139,219.0
barabasi_albert,100,5,291,206.0,219.0,237.9384815611789,209.0
barabasi_albert,100,6,291,195.0,225.0,238.48003978748648,224.0
barabasi_albert,100,7,291,211.0,220.0,236.6730008794148,212.0
barabasi_albert,100,8,291,200.0,215.0,237.031339123354,211.0
barabasi_albert,100,9,291,174.0,220.0,237.656943481495,222.0
barabasi_albert,100,10,291,198.0,215.0,234.0091711694668,206.0
barabasi_albert,100,11,291,201.0,217.0,234.61486534068027,216.0
barabasi_albert,100,12,291,196.0,211.0,237.81939320890456,208.0
barabasi_albert,100,13,291,193.0,215.0,237.74006380669223,217.0
barabasi_albert,100,14,291,213.0,225.0,238.47028157015552,206.0
barabasi_albert,100,15,291,203.0,221.0,238.3592208261008,211.0
barabasi_albert,100,16,291,203.0,224.0,237.54248306095351,205.0
barabasi_albert,100,17,291,189.0,215.0,236.00145540964516,217.0
barabasi_albert,100,18,291,173.0,211.0,237.0708556126384,213.0
barabasi_albert,100,19,291,202.0,220.0,239.43170493404008,204.0
barabasi_albert,100,20,291,204.0,224.0,239.22552052652375,222.0
barabasi_albert,100,21,291,195.0,213.0,237.02307716455823,211.0
barabasi_albert,100,22,291,213.0,220.0,234.9920836991845,211.0
barabasi_albert,100,23,291,211.0,219.0,238.8125243022502,212.0
barabasi_albert,100,24,291,198.0,213.0,233.52563392769991,210.0
barabasi_albert,100,25,291,219.0,223.0,237.6342632886477,211.0
barabasi_albert,100,26,291,191.0,214.0,238.68234934299852,223.0
barabasi_albert,100,27,291,209.0,225.0,238.89506197819327,210.0
barabasi_albert,100,28,291,194.0,213.0,238.18027156740644,206.0
barabasi_albert,100,29,291,206.0,223.0,235.29880850930567,218.0
barabasi_albert,200,0,591,410.0,442.0,487.44986122275907,428.0
barabasi_albert,200,1,591,416.0,446.0,484.8574491771576,425.0
barabasi_albert,200,2,591,414.0,445.0,485.9403619531744,433.0
barabasi_albert,200,3,591,413.0,445.0,489.45353407483685,434.0
barabasi_albert,200,4,591,390.0,434.0,487.58513327188433,428.0
barabasi_albert,200,5,591,414.0,443.0,486.1539074943246,430.0
barabasi_albert,200,6,591,413.0,440.0,484.0365253677838,424.0
barabasi_albert,200,7,591,401.0,454.0,484.6692099754052,435.0
barabasi_albert,200,8,591,409.0,443.0,485.48332201720905,418.0
barabasi_albert,200,9,591,413.0,442.0,485.57100678494896,428.0
barabasi_albert,200,10,591,397.0,437.0,484.5083416633316,432.0
barabasi_albert,200,11,591,396.0,431.0,484.984340706185,425.0
barabasi_albert,200,12,591,394.0,434.0,486.09097759914914,429.0
barabasi_albert,200,13,591,418.0,442.0,487.9778592756722,433.0
barabasi_albert,200,14,591,421.0,444.0,489.25894979715474,429.0
barabasi_albert,200,15,591,393.0,451.0,485.96554406630145,426.0
barabasi_albert,200,16,591,428.0,447.0,488.39671901522297,417.0
barabasi_albert,200,17,591,417.0,443.0,483.16354236637704,436.0
barabasi_albert,200,18,591,397.0,438.0,484.4757465583637,436.0
barabasi_albert,200,19,591,395.0,453.0,486.4185679787643,431.0
barabasi_albert,200,20,591,422.0,451.0,488.3051850649597,423.0
barabasi_albert,200,21,591,401.0,442.0,489.40276922200576,427.0
barabasi_albert,200,22,591,404.0,445.0,483.02352863526863,428.0
barabasi_albert,200,23,591,417.0,445.0,485.3936027073884,439.0
barabasi_albert,200,24,591,418.0,445.0,481.9096069107874,432.0
barabasi_albert,200,25,591,414.0,449.0,485.0218808248315,418.0
barabasi_albert,200,26,591,372.0,442.0,487.1999046975115,442.0
barabasi_albert,200,27,591,415.0,450.0,486.98111010806514,420.0
barabasi_albert,200,28,591,408.0,445.0,485.7938107226345,437.0
barabasi_albert,200,29,591,402.0,450.0,485.7636743548409,437.0
watts_strogatz,20,0,60,6.0,38.0,42.70017611774754,37.0
watts_strogatz,20,1,60,6.0,40.0,43.72780922604501,41.0
watts_strogatz,20,2,60,6.0,40.0,43.999582741484275,38.0
watts_strogatz,20,3,60,6.0,39.0,43.16261174968653,41.0
watts_strogatz,20,4,60,6.0,39.0,43.28550625650675,37.0
watts_strogatz,20,5,60,5.0,40.0,43.919017383311854,43.0
watts_strogatz,20,6,60,7.0,42.0,43.97740947828143,42.0
watts_strogatz,20,7,60,6.0,41.0,43.32018102405587,41.0
watts_strogatz,20,8,60,6.0,39.0,44.57700701960136,40.0
watts_strogatz,20,9,60,6.0,41.0,43.8206520816142,38.0
watts_strogatz,20,10,60,6.0,42.0,44.366465592092155,38.0
watts_strogatz,20,11,60,6.0,41.0,43.581765121237765,39.0
watts_strogatz,20,12,60,6.0,42.0,44.55626404957147,41.0
watts_strogatz,20,13,60,6.0,40.0,43.96369521049591,39.0
watts_strogatz,20,14,60,6.0,41.0,43.78376428816286,38.0
watts_strogatz,20,15,60,6.0,39.0,43.903284532386586,38.0
watts_strogatz,20,16,60,6.0,41.0,43.24830075867004,39.0
watts_strogatz,20,17,60,6.0,40.0,43.62748927355051,40.0
watts_strogatz,20,18,60,6.0,41.0,43.30988888459046,41.0
watts_strogatz,20,19,60,6.0,40.0,44.213960811699096,40.0
watts_strogatz,20,20,60,6.0,39.0,43.45351326371417,41.0
watts_strogatz,20,21,60,6.0,39.0,43.47299747664419,40.0
watts_strogatz,20,22,60,6.0,38.0,44.0256274953103,37.0
watts_strogatz,20,23,60,6.0,40.0,43.723913317602495,41.0
watts_strogatz,20,24,60,6.0,41.0,43.67282446270757,40.0
watts_strogatz,20,25,60,6.0,40.0,43.39286867340658,40.0
watts_strogatz,20,26,60,5.0,43.0,43.35624706931681,40.0
watts_strogatz,20,27,60,6.0,38.0,42.70608759967933,36.0
watts_strogatz,20,28,60,7.0,40.0,44.09285356230919,39.0
watts_strogatz,20,29,60,6.0,40.0,44.901463791231755,43.0
watts_strogatz,50,0,150,6.0,100.0,109.59112634926343,99.0
watts_strogatz,50,1,150,7.0,102.0,109.57599466911114,99.0
watts_strogatz,50,2,150,6.0,104.0,111.4384614363949,98.0
watts_strogatz,50,3,150,5.0,99.0,110.2160862032483,102.0
watts_strogatz,50,4,150,4.0,106.0,112.43857304220192,101.0
watts_strogatz,50,5,150,6.0,102.0,112.34530704739686,101.0
watts_strogatz,50,6,150,6.0,106.0,113.66579562355292,105.0
watts_strogatz,50,7,150,6.0,99.0,108.90698571234608,98.0
watts_strogatz,50,8,150,8.0,102.0,111.83728266384338,101.0
watts_strogatz,50,9,150,6.0,103.0,109.17692010386178,99.0
watts_strogatz,50,10,150,5.0,97.0,110.93729259102876,103.0
watts_strogatz,50,11,150,6.0,104.0,110.8992886606104,102.0
watts_strogatz,50,12,150,6.0,103.0,113.87278176365844,103.0
watts_strogatz,50,13,150,6.0,100.0,109.8656968887788,102.0
watts_strogatz,50,14,150,7.0,105.0,112.26676135491388,98.0
watts_strogatz,50,15,150,5.0,98.0,109.70451859975088,98.0
watts_strogatz,50,16,150,6.0,103.0,111.05480165297492,103.0
watts_strogatz,50,17,150,7.0,105.0,111.37911324752471,96.0
watts_strogatz,50,18,150,6.0,103.0,111.31578534026625,99.0
watts_strogatz,50,19,150,5.0,102.0,111.72954698167322,98.0
watts_strogatz,50,20,150,7.0,99.0,111.57231248880512,101.0
watts_strogatz,50,21,150,6.0,102.0,110.5443818385317,100.0
watts_strogatz,50,22,150,6.0,107.0,111.47804527485664,100.0
watts_strogatz,50,23,150,6.0,105.0,112.3876380702663,103.0
watts_strogatz,50,24,150,6.0,98.0,110.58269774136068,99.0
watts_strogatz,50,25,150,6.0,105.0,112.19223956540122,99.0
watts_strogatz,50,26,150,5.0,99.0,110.59097783421404,100.0
watts_strogatz,50,27,150,6.0,100.0,109.70555080517984,92.0
watts_strogatz,50,28,150,6.0,102.0,111.79804915033986,95.0
watts_strogatz,50,29,150,7.0,101.0,111.14754882509152,96.0
watts_strogatz,100,0,300,6.0,205.0,221.18388659709817,191.0
watts_strogatz,100,1,300,8.0,206.0,222.4927915180965,197.0
watts_strogatz,100,2,300,6.0,203.0,224.25608225044385,199.0
watts_strogatz,100,3,300,6.0,207.0,222.65586425552155,195.0
watts_strogatz,100,4,300,6.0,210.0,228.92500763407503,210.0
watts_strogatz,100,5,300,6.0,212.0,227.87105006042367,203.0
watts_strogatz,100,6,300,7.0,208.0,225.3174361367822,203.0
watts_strogatz,100,7,300,6.0,205.0,221.8555775030215,201.0
watts_strogatz,100,8,300,6.0,201.0,222.81843695557248,202.0
watts_strogatz,100,9,300,6.0,209.0,223.4836833166019,208.0
watts_strogatz,100,10,300,5.0,202.0,222.97297643830808,201.0
watts_strogatz,100,11,300,7.0,199.0,223.57788576116073,200.0
watts_strogatz,100,12,300,6.0,201.0,227.3818226732278,205.0
watts_strogatz,100,13,300,5.0,205.0,224.3762133951983,202.0
watts_strogatz,100,14,300,5.0,205.0,224.72135925770124,202.0
watts_strogatz,100,15,300,6.0,205.0,221.64891426720408,196.0
watts_strogatz,100,16,300,6.0,200.0,223.27007087603607,204.0
watts_strogatz,100,17,300,6.0,210.0,226.1357916206687,197.0
watts_strogatz,100,18,300,6.0,204.0,221.99555984278055,198.0
watts_strogatz,100,19,300,6.0,202.0,224.17178295934156,201.0
watts_strogatz,100,20,300,7.0,209.0,225.1647281922845,197.0
watts_strogatz,100,21,300,6.0,204.0,221.28412679015327,202.0
watts_strogatz,100,22,300,6.0,210.0,225.16952378707495,200.0
watts_strogatz,100,23,300,7.0,204.0,222.78396127391065,200.0
watts_strogatz,100,24,300,6.0,201.0,221.28481860297416,196.0
watts_strogatz,100,25,300,6.0,207.0,222.3265548820878,194.0
watts_strogatz,100,26,300,6.0,202.0,223.47694976159505,196.0
watts_strogatz,100,27,300,6.0,202.0,221.82766556736817,200.0
watts_strogatz,100,28,300,6.0,204.0,224.90680696240335,202.0
watts_strogatz,100,29,300,6.0,207.0,225.561226593917,200.0
watts_strogatz,200,0,600,6.0,411.0,445.82546819032166,397.0
watts_strogatz,200,1,600,5.0,412.0,450.607619427895,402.0
watts_strogatz,200,2,600,7.0,411.0,449.7749836267694,402.0
watts_strogatz,200,3,600,6.0,405.0,448.75906448608526,395.0
watts_strogatz,200,4,600,6.0,413.0,452.3181396255989,401.0
watts_strogatz,200,5,600,6.0,405.0,453.2028018958142,407.0
watts_strogatz,200,6,600,6.0,412.0,448.230604130445,403.0
watts_strogatz,200,7,600,6.0,407.0,448.1641393154702,399.0
watts_strogatz,200,8,600,6.0,415.0,450.53274086248,406.0
watts_strogatz,200,9,600,6.0,403.0,446.3987552373203,399.0
watts_strogatz,200,10,600,5.0,411.0,448.745414972778,391.0
watts_strogatz,200,11,600,6.0,409.0,453.6815491459309,411.0
watts_strogatz,200,12,600,6.0,414.0,449.7654766206464,402.0
watts_strogatz,200,13,600,4.0,412.0,451.4207600909366,407.0
watts_strogatz,200,14,600,6.0,418.0,450.41404843774615,401.0
watts_strogatz,200,15,600,7.0,404.0,446.5975701727137,390.0
watts_strogatz,200,16,600,6.0,410.0,449.55146677669234,406.0
watts_strogatz,200,17,600,6.0,402.0,450.19363221172466,399.0
watts_strogatz,200,18,600,6.0,405.0,449.4723688281866,398.0
watts_strogatz,200,19,600,6.0,407.0,450.6934884982839,402.0
watts_strogatz,200,20,600,7.0,419.0,453.1556793056752,406.0
watts_strogatz,200,21,600,6.0,412.0,448.5097436989936,401.0
watts_strogatz,200,22,600,6.0,407.0,450.9994518193385,407.0
watts_strogatz,200,23,600,6.0,413.0,447.277290593589,390.0
watts_strogatz,200,24,600,6.0,402.0,449.4757482806243,394.0
watts_strogatz,200,25,600,6.0,416.0,447.2860486161302,393.0
watts_strogatz,200,26,600,6.0,414.0,451.7336456952676,410.0
watts_strogatz,200,27,600,5.0,410.0,446.60178089590727,394.0
watts_strogatz,200,28,600,5.0,409.0,454.0301439007376,404.0
watts_strogatz,200,29,600,7.0,414.0,454.0073238744179,409.0
