family,n,instance,m,prop_n,prop_m,prop_density,prop_avg_degree,prop_max_degree,prop_min_degree,prop_degree_std,prop_clustering_coeff,prop_diameter,prop_avg_path_length,prop_spectral_gap,prop_lambda_max_laplacian,prop_algebraic_connectivity,prop_spectral_radius,prop_lambda_min_adj,prop_n_components,random_cut,random_time,greedy_cut,greedy_time,spectral_cut,spectral_time,gw_cut,gw_time,gnn_cut,gnn_time,best_classical_cut,gnn_wins,gnn_relative
erdos_renyi,20,0,29,20,29,0.15263157894736842,2.9,5,1,1.1357816691600546,0.026666666666666665,6,2.705263157894737,0.24227044814818732,6.9992558068371835,0.24227044814818732,3.399015109173168,-2.862584986116812,1,14.0,0.00032358400494558737,23.0,0.00021683300292352214,24.0,0.0004404159990372136,25.0,0.020701082998130005,25.0,0.0391964580048807,25.0,0,1.0
erdos_renyi,20,1,23,20,23,0.12105263157894737,2.3,5,1,1.1445523142259597,0.075,8,3.457894736842105,0.11398448184075398,6.553385309911991,0.11398448184075398,2.8905637744110178,-2.745294293809783,1,11.0,0.00015691699809394777,18.0,0.0001961250018212013,22.0,0.00032212500082096085,22.0,0.012296250002691522,22.0,0.03752258299937239,22.0,0,1.0
erdos_renyi,20,2,31,20,31,0.1631578947368421,3.1,6,1,1.3000000000000003,0.09333333333333334,5,2.542105263157895,0.38842631493502505,7.6837822599207595,0.38842631493502505,3.690302028704494,-2.8841786754507854,1,16.0,0.00018354200437897816,26.0,0.00023608299670740962,26.0,0.0003468330032774247,26.0,0.011968500002694782,26.0,0.03797387499798788,26.0,0,1.0
erdos_renyi,20,3,27,20,27,0.14210526315789473,2.7,6,1,1.2288205727444508,0.25833333333333336,8,3.221052631578947,0.12123221566416832,7.179711562063314,0.12123221566416832,3.264762696100162,-2.7228133102442413,1,15.0,0.00015004200395196676,20.0,0.00020783299987670034,23.0,0.0003065830023842864,23.0,0.012119250000978354,23.0,0.04111429199838312,23.0,0,1.0
erdos_renyi,20,4,30,20,30,0.15789473684210525,3.0,5,1,1.1832159566199232,0.065,8,3.168421052631579,0.1485710033681286,7.795733235343976,0.1485710033681286,3.759634100270338,-3.4748050916249142,1,16.0,0.00018991699471371248,27.0,0.0002327090041944757,28.0,0.00043420899601187557,28.0,0.011404666998714674,28.0,0.043403749994467944,28.0,0,1.0
erdos_renyi,20,5,30,20,30,0.15789473684210525,3.0,6,1,1.51657508881031,0.06166666666666667,7,2.873684210526316,0.18194145359155225,8.086998208985019,0.18194145359155225,4.039069110280627,-3.340052345338568,1,20.0,0.00014620800357079133,28.0,0.00022829099907539785,28.0,0.0002893330020015128,28.0,0.010165792002226226,28.0,0.044550208003784064,28.0,0,1.0
erdos_renyi,20,6,28,20,28,0.14736842105263157,2.8,5,2,1.0770329614269007,0.09666666666666666,6,2.8684210526315788,0.25508174004567924,7.157894056184249,0.25508174004567924,3.2790611729564025,-2.9295070600574302,1,15.0,0.00012916700507048517,24.0,0.00016416600556112826,24.0,0.0002835000050254166,25.0,0.019623500003945082,25.0,0.040587541996501386,25.0,0,1.0
erdos_renyi,20,7,29,20,29,0.15263157894736842,2.9,5,1,1.2609520212918492,0.08166666666666667,7,2.8157894736842106,0.25999050735640006,7.087719523273781,0.25999050735640006,3.6589378338064122,-2.822738919095578,1,12.0,0.00015379099932033569,22.0,0.00018774999625748023,23.0,0.00031350000062957406,25.0,0.008520499999576714,25.0,0.041373375002876855,25.0,0,1.0
erdos_renyi,20,8,28,20,28,0.14736842105263157,2.8,5,2,0.812403840463596,0.185,7,3.068421052631579,0.19566230597972809,6.57277376529263,0.19566230597972809,3.177823987715509,-2.6277248604578,1,15.0,0.000149207997310441,24.0,0.00020879200019408017,22.0,0.00031733299692859873,24.0,0.010907374999078456,22.0,0.038904166998690926,24.0,0,0.9166666666666666
erdos_renyi,20,9,25,20,25,0.13157894736842105,2.5,5,1,1.118033988749895,0.03833333333333333,7,3.1157894736842104,0.18246333315370364,6.619835331922972,0.18246333315370364,3.079291503503355,-2.7751765481368342,1,9.0,0.00013916700117988512,22.0,0.00019462499767541885,23.0,0.00028154200117569417,23.0,0.010077667000587098,23.0,0.03856491700571496,23.0,0,1.0
erdos_renyi,20,10,39,20,39,0.20526315789473684,3.9,6,1,1.2609520212918492,0.1,4,2.205263157894737,0.7070445401399851,8.446557370178759,0.7070445401399851,4.338155056311934,-3.5813491026002393,1,14.0,0.00014079100219532847,35.0,0.0002704169964999892,35.0,0.00032320900209015235,35.0,0.009374959001434036,35.0,0.038537291999091394,35.0,0,1.0
