family,n,instance,m,prop_n,prop_m,prop_density,prop_avg_degree,prop_max_degree,prop_min_degree,prop_degree_std,prop_clustering_coeff,prop_diameter,prop_avg_path_length,prop_spectral_gap,prop_lambda_max_laplacian,prop_algebraic_connectivity,prop_spectral_radius,prop_lambda_min_adj,prop_n_components,random_cut,random_time,greedy_cut,greedy_time,spectral_cut,spectral_time,gw_cut,gw_time,gw_fallback,gnn_cut,gnn_time,best_classical_cut,gnn_wins,gnn_ties
erdos_renyi,20,0,29,20,29,0.15263157894736842,2.9,5,1,1.1357816691600546,0.026666666666666665,6,2.705263157894737,0.24227044814818732,6.9992558068371835,0.24227044814818732,3.399015109173168,-2.862584986116812,1,14.0,0.017010458999720868,23.0,0.0014844999968772754,24.0,0.004353083000751212,25.0,0.280970833999163,False,25.0,0.8262716669996735,25.0,0,1
erdos_renyi,20,1,23,20,23,0.12105263157894737,2.3,5,1,1.1445523142259597,0.075,8,3.457894736842105,0.11398448184075398,6.553385309911991,0.11398448184075398,2.8905637744110178,-2.745294293809783,1,11.0,0.00043149999692104757,18.0,0.0004571669996948913,22.0,0.0011698750022333115,22.0,0.04949658399709733,False,22.0,0.952198082995892,22.0,0,1
erdos_renyi,20,2,31,20,31,0.1631578947368421,3.1,6,1,1.3000000000000003,0.09333333333333334,5,2.542105263157895,0.38842631493502505,7.6837822599207595,0.38842631493502505,3.690302028704494,-2.8841786754507854,1,16.0,0.0013331249938346446,26.0,0.0007987919962033629,26.0,0.002378999997745268,26.0,0.04380137500265846,False,26.0,0.7286959580014809,26.0,0,1
erdos_renyi,20,3,27,20,27,0.14210526315789473,2.7,6,1,1.2288205727444508,0.25833333333333336,8,3.221052631578947,0.12123221566416832,7.179711562063314,0.12123221566416832,3.264762696100162,-2.7228133102442413,1,15.0,0.0004231249986332841,20.0,0.0007525830005761236,23.0,0.0021520000009331852,23.0,0.05629137499636272,False,23.0,0.786822417001531,23.0,0,1
erdos_renyi,20,4,30,20,30,0.15789473684210525,3.0,5,1,1.1832159566199232,0.065,8,3.168421052631579,0.1485710033681286,7.795733235343976,0.1485710033681286,3.759634100270338,-3.4748050916249142,1,16.0,0.00042424999992363155,27.0,0.0005383750030887313,28.0,0.0011542079955688678,28.0,0.04979279200051678,False,28.0,0.4854228330004844,28.0,0,1
erdos_renyi,20,5,30,20,30,0.15789473684210525,3.0,6,1,1.51657508881031,0.06166666666666667,7,2.873684210526316,0.18194145359155225,8.086998208985019,0.18194145359155225,4.039069110280627,-3.340052345338568,1,20.0,0.0005166250048205256,28.0,0.0009094589986489154,28.0,0.004453832996659912,28.0,0.07051333299750695,False,28.0,1.1300211249981658,28.0,0,1
erdos_renyi,20,6,28,20,28,0.14736842105263157,2.8,5,2,1.0770329614269007,0.09666666666666666,6,2.8684210526315788,0.25508174004567924,7.157894056184249,0.25508174004567924,3.2790611729564025,-2.9295070600574302,1,15.0,0.0008493330024066381,24.0,0.0005935000008321367,24.0,0.001593832996150013,25.0,0.109730333002517,False,24.0,0.8008637919992907,25.0,0,0
erdos_renyi,20,7,29,20,29,0.15263157894736842,2.9,5,1,1.2609520212918492,0.08166666666666667,7,2.8157894736842106,0.25999050735640006,7.087719523273781,0.25999050735640006,3.6589378338064122,-2.822738919095578,1,12.0,0.0006735830029356293,22.0,0.0007730409997748211,23.0,0.0011790839998866431,25.0,0.04613516700192122,False,24.0,0.6176067919950583,25.0,0,0
erdos_renyi,20,8,28,20,28,0.14736842105263157,2.8,5,2,0.812403840463596,0.185,7,3.068421052631579,0.19566230597972809,6.57277376529263,0.19566230597972809,3.177823987715509,-2.6277248604578,1,15.0,0.0005122500006109476,24.0,0.0005405420015449636,22.0,0.0011335419985698536,24.0,0.048978958002408035,False,22.0,0.7443142080010148,24.0,0,0
erdos_renyi,20,9,25,20,25,0.13157894736842105,2.5,5,1,1.118033988749895,0.03833333333333333,7,3.1157894736842104,0.18246333315370364,6.619835331922972,0.18246333315370364,3.079291503503355,-2.7751765481368342,1,9.0,0.0004305830007069744,22.0,0.003455707999819424,23.0,0.002370499998505693,23.0,0.048017417000664864,False,23.0,0.7325654579981347,23.0,0,1
